Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
4;2015;0;DiggsStefon;WR;min;a;den;0.0;4500
4;2015;0;HightowerTim;RB;nor;h;dal;0.0;4500
4;2015;0;DoyleJack;TE;ind;h;jac;1.6;4500
4;2015;0;LaneJorvorskie;RB;tam;h;car;0.0;4500
4;2015;0;PhillipsJohn;TE;sdg;h;cle;1.8;4500
4;2015;0;StreeterTommy;WR;mia;h;nyj;0.0;4500
4;2015;0;WrightTim;TE;det;a;sea;0.0;4500
4;2015;0;FellsDaniel;TE;nyg;a;buf;4.5;4500
4;2015;0;HesterDevin;WR;atl;h;hou;5.9;4500
4;2015;0;HemingwayJunior;WR;kan;a;cin;1.2;4500
4;2015;0;PaulsonDavid;TE;sdg;h;cle;0.0;4500
4;2015;0;JenningsGreg;WR;mia;h;nyj;2.0;4500
4;2015;0;SmelleyBrad;RB;stl;a;ari;0.0;4500
4;2015;0;GoldenBrittan;WR;ari;h;stl;0.0;4500
4;2015;0;PattersonCordarrelle;WR;min;a;den;0.5;4500
4;2015;0;SloatTaylor;TE;tam;h;car;0.0;4500
4;2015;0;JonesJacoby;WR;sdg;h;cle;0.0;4500
4;2015;0;EzeakunneAnthony;TE;cle;a;sdg;0.0;4500
4;2015;0;SealeRicky;RB;buf;h;nyg;0.0;4500
4;2015;0;BrownDonald;RB;sdg;h;cle;4.5;4500
4;2015;0;NewOrleansDefense;D;nor;h;dal;5.0;4500
4;2015;0;OaklandDefense;D;oak;a;chi;5.0;4500
4;2015;0;DallasDefense;D;dal;a;nor;6.0;4500
4;2015;0;LightDan;TE;den;h;min;0.0;4500
4;2015;0;MyersBrandon;TE;tam;h;car;1.1;4500
4;2015;0;HannaJames;TE;dal;a;nor;0.0;4500
4;2015;0;ThielenAdam;WR;min;a;den;0.9;4500
4;2015;0;ConnerJohn;RB;buf;h;nyg;1.0;4500
4;2015;0;MillerBruce;RB;sfo;h;gnb;0.4;4500
4;2015;0;ToiloloLevine;TE;atl;h;hou;1.3;4500
4;2015;0;TaylorStepfan;RB;ari;h;stl;0.2;4500
4;2015;0;PierceBernard;RB;jac;a;ind;0.9;4500
4;2015;0;DixonAnthony;RB;buf;h;nyg;2.0;4500
4;2015;0;CelekBrent;TE;phi;a;was;0.4;4500
4;2015;0;RodriguezEvan;TE;tam;h;car;0.0;4500
4;2015;0;RobinsonAldrick;WR;bal;a;pit;0.2;4500
4;2015;0;GivensChris;WR;stl;a;ari;1.2;4500
4;2015;0;NorwoodJordan;WR;den;h;min;3.5;4500
4;2015;0;HarrisDwayne;WR;nyg;a;buf;0.4;4500
4;2015;0;HollidayTrindon;WR;oak;a;chi;1.7;4500
4;2015;0;GordonRichard;TE;kan;a;cin;0.0;4500
4;2015;0;PraterMatt;K;det;a;sea;2.7;4500
4;2015;0;MooreLance;WR;det;a;sea;1.9;4500
4;2015;0;NiklasTroy;TE;ari;h;stl;0.0;4500
4;2015;0;JamesJesse;TE;pit;h;bal;0.0;4500
4;2015;0;MooreDenarius;WR;cin;h;kan;1.6;4500
4;2015;0;CaldwellAndre;WR;den;h;min;0.8;4500
4;2015;0;RodgersJacquizz;RB;chi;h;oak;1.7;4500
4;2015;0;OgletreeKevin;WR;nyg;a;buf;1.2;4500
4;2015;0;PeermanCedric;RB;cin;h;kan;0.0;4500
4;2015;0;RobinsonAdrien;TE;nyg;a;buf;0.8;4500
4;2015;0;EllisonRhett;TE;min;a;den;0.3;4500
4;2015;0;MarianiMarc;WR;chi;h;oak;0.0;4500
4;2015;0;SanDiegoDefense;D;sdg;h;cle;3.7;4400
4;2015;0;MinnesotaDefense;D;min;a;den;9.7;4400
4;2015;0;StLouisDefense;D;stl;a;ari;10.0;4400
4;2015;0;IndianapolisDefense;D;ind;h;jac;5.3;4400
4;2015;0;BaltimoreDefense;D;bal;a;pit;8.7;4300
4;2015;0;KansasCityDefense;D;kan;a;cin;6.0;4300
4;2015;0;DetroitDefense;D;det;a;sea;7.0;4300
4;2015;0;AtlantaDefense;D;atl;h;hou;4.0;4200
4;2015;0;NewYorkGDefense;D;nyg;a;buf;8.7;4200
4;2015;0;WashingtonDefense;D;was;h;phi;6.3;4100
4;2015;0;ChicagoDefense;D;chi;h;oak;1.3;4100
4;2015;0;SanFranciscoDefense;D;sfo;h;gnb;4.0;4000
4;2015;0;TampaBayDefense;D;tam;h;car;6.5;4000
4;2015;0;JacksonvilleDefense;D;jac;a;ind;2.7;4000
